Work Order Number,Status,Status Text,Category Code,Category Text,Division,Division Text,Department,Department Text,Priority,Priority Text,Total Cost,Quantity,Actual Labor Hours,Actual Labor Cost,Actual Equip Cost,Actual Material Cost,Contractor Cost,Misc. Cost,Creation Date,Status Date,Start Date,End Date,Duration Actual(Hrs),Billing Required,Main Task,Main Task Text,Cause,Cause Text,Problem,Problem Text,Desc 1,Desc 2,Asset,Assigned Crew,Assigned Crew Text,Supervisor,LeadWorker Id,Street Address,Street Direction,Street Name,Street Type,Loc Zip Code,Street 2 Direction,Street 2 Name,Street 2 Type,Project Number,Building Number,Facility Location,Route (Geographic),Route (Geographic) Text,PM Trigger,PM Trigger Text
18-002218,999,Complete,STMOT,Streets Other Tasks,OPST,Streets,,,,,192.92,0,6,192.92,0,0,0,0,12/31/2018 0:00,12/31/2018 0:00,12/21/2018 0:00,12/21/2018 0:00,0,FALSE,ST25,Trash_Spill_Animal Removal,,,,,,,,,,,,,,,,,,,,,,,,,,
18-002203,999,Complete,STMOT,Streets Other Tasks,OPST,Streets,,,,,91.24,0,2,65.38,25.86,0,0,0,12/28/2018 0:00,12/28/2018 0:00,12/20/2018 0:00,12/20/2018 0:00,0,FALSE,ST25,Trash_Spill_Animal Removal,,,,,,,,,,,,,,,,,,,,,,,,,,
18-001256,999,Complete,STTOT,Traffic Other Tasks,OPSGN,Signs,,,,,127.81,0,2,72.99,54.82,0,0,0,9/26/2018 0:00,9/26/2018 0:00,9/25/2018 0:00,9/25/2018 0:00,0,FALSE,ST25,Trash_Spill_Animal Removal,,,,,,,,,,,,,,,,,,,,,,,,,,
19-000842,800,Closed In Field,STMOT,Streets Other Tasks,OPST,Streets,,,,,716,0,8,380.88,335.12,0,0,0,6/13/2019 0:00,6/1/2019 0:00,6/1/2019 0:00,6/1/2019 0:00,0,FALSE,ST28,Brush Clearing,STTC4,Weather Related,STP34,Debris Management,,,,,,,,,,,,,,,,,,,,,,
18-001496,999,Complete,SMDB,Detention Basins,OPSW,Sewers,FOR,Forestry,,,501.22,0,8,310.5,190.72,0,0,0,10/18/2018 0:00,10/18/2018 0:00,10/11/2018 0:00,10/11/2018 0:00,0,FALSE,ST28,Brush Clearing,,,FORT210,resident concern,,,,,,,,,,Perkins,Rd,,,,,,,,,,,
18-002185,999,Complete,STMOT,Streets Other Tasks,OPST,Streets,,,,,240.01,0,6,201.22,38.79,0,0,0,12/27/2018 0:00,12/27/2018 0:00,12/12/2018 0:00,12/12/2018 0:00,0,FALSE,ST31,Debris Removal,,,,,,,,,,,,,,,,,,,,,,,,,,
18-001887,999,Complete,STMOT,Streets Other Tasks,OPST,Streets,,,,,99.35,0,1,51.37,47.98,0,0,0,11/19/2018 0:00,11/19/2018 0:00,11/15/2018 0:00,11/15/2018 0:00,0,TRUE,ST31,Debris Removal,,,,,,,,,,3,,,,,,,,,,,,,,,,
18-000738,999,Complete,STMOT,Streets Other Tasks,OPST,Streets,,,,,350.52,0,5,236.12,114.4,0,0,0,8/15/2018 0:00,9/25/2018 0:00,8/15/2018 0:00,8/15/2018 0:00,0,FALSE,ST32,Street Sweeping,,,STP13,Accident,,,,,,,,,,Washington Ave,,,,,,,,,,,,
18-002179,999,Complete,STWW,Winter Weather,OPST,Streets,,,,,927.9,0,8,295.6,388.8,243.5,0,0,12/27/2018 0:00,12/27/2018 0:00,12/10/2018 0:00,12/10/2018 0:00,0,FALSE,ST36,Salting Streets,,,,,,,,,,,,,,,,,,,,,,,,,,
18-001993,800,Closed In Field,STWW,Winter Weather,OPST,Streets,,,,,1037.99,0,14,595.31,442.68,0,0,0,12/5/2018 0:00,11/15/2018 0:00,11/15/2018 0:00,11/15/2018 0:00,0,FALSE,ST37,Plowing and Salting Streets,STC9,Winter Event Snow,STP26,Winter Weather Response,,,,,,,,,,,,,,,,,,,,,,
19-000192,999,Complete,STWW,Winter Weather,OPST,Streets,,,,,1091.4,0,23,782.92,188.32,120.16,0,0,2/6/2019 0:00,2/7/2019 0:00,1/26/2019 0:00,1/26/2019 0:00,0,FALSE,ST38,Sidewalk Snow Removal,STC9,Winter Event Snow,STP26,Winter Weather Response,,,,,,,,,,,,,,,,,,,,,,
19-000189,999,Complete,STWW,Winter Weather,OPST,Streets,,,,,1139.67,0,30,942.89,157.75,39.03,0,0,2/6/2019 0:00,2/6/2019 0:00,1/17/2019 0:00,1/17/2019 0:00,0,FALSE,ST38,Sidewalk Snow Removal,STC9,Winter Event Snow,STP26,Winter Weather Response,,,,,,,,,,,,,,,,,,,,,,
19-000187,999,Complete,STWW,Winter Weather,OPST,Streets,,,,,6934.17,0,159,5003.83,1344.59,585.75,0,0,2/6/2019 0:00,2/6/2019 0:00,1/12/2019 0:00,1/16/2019 0:00,32,FALSE,ST38,Sidewalk Snow Removal,STC9,Winter Event Snow,STP26,Winter Weather Response,,,,,,,,,,,,,,,,,,,,,,
19-000148,999,Complete,STWW,Winter Weather,OPST,Streets,,,,,213.74,0,4,133.42,54.82,25.5,0,0,1/29/2019 0:00,1/29/2019 0:00,1/16/2019 0:00,1/16/2019 0:00,0,TRUE,ST38,Sidewalk Snow Removal,STC3,Reactive Maintenance,STP26,Winter Weather Response,,,,,,,,501,S,Vine,St,,E,Illinois,St,,,,,,,
19-000146,999,Complete,STWW,Winter Weather,OPST,Streets,,,,,213.74,0,4,133.42,54.82,25.5,0,0,1/29/2019 0:00,1/29/2019 0:00,1/19/2019 0:00,1/19/2019 0:00,0,TRUE,ST38,Sidewalk Snow Removal,STC3,Reactive Maintenance,STP26,Winter Weather Response,,,,,,,,1711,,Philo,Rd,,E,Florida,Ave,,,,,,,
19-000145,999,Complete,STWW,Winter Weather,OPST,Streets,,,,,213.74,0,4,133.42,54.82,25.5,0,0,1/29/2019 0:00,1/29/2019 0:00,1/16/2019 0:00,1/16/2019 0:00,0,TRUE,ST38,Sidewalk Snow Removal,STC3,Reactive Maintenance,STP26,Winter Weather Response,,,,,,,,1812,,Philo,Rd,,,Colorado,Ave,,,,,,,
19-000144,999,Complete,STWW,Winter Weather,OPST,Streets,,,,,213.74,0,4,133.42,54.82,25.5,0,0,1/29/2019 0:00,1/29/2019 0:00,1/16/2019 0:00,1/16/2019 0:00,0,TRUE,ST38,Sidewalk Snow Removal,STC3,Reactive Maintenance,STP26,Winter Weather Response,,,,,,,,1821,,Philo,Rd,,,Colorado,Ave,,,,,,,
18-002182,999,Complete,STWW,Winter Weather,OPST,Streets,,,,,2309.94,0,49.5,1643.9,471.31,194.73,0,0,12/27/2018 0:00,12/27/2018 0:00,11/15/2018 0:00,11/15/2018 0:00,0,FALSE,ST38,Sidewalk Snow Removal,,,,,,,,,,,,,,,,,,,,,,,,,,
19-000114,999,Complete,STTOT,Traffic Other Tasks,OPSGN,Signs,,,,,23.15,0,0,0,23.15,0,0,0,1/18/2019 0:00,3/11/2019 0:00,,,0,TRUE,ST40,Delineator Installation,,,,,,,,,,,,1700,,Philo,Rd,,,,,,,,,,,
18-000584,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,28.55,0,0.6,28.55,0,0,0,0,7/30/2018 0:00,12/17/2018 0:00,7/30/2018 0:00,7/30/2018 0:00,0,FALSE,ST44,Equipment Maintenance,STTC3,Reactive Maintenance,STTP22,New Equipment/Devices,,,,,,,,,,,,,,,,,,,,,,
18-001346,999,Complete,STM60,Streets,OPST,Streets,STR,Streets,,,416.46,0,6,192.92,73.54,150,0,0,10/5/2018 0:00,10/8/2018 0:00,10/5/2018 0:00,10/5/2018 0:00,0,FALSE,ST46,Lawn Repair,STC3,Reactive Maintenance,STP19,Erosion,,,,,,,,1304,,Beslin,St,,,,,,,,,,,
18-002180,999,Complete,STM80,Sidewalk,OPST,Streets,STR,Streets,,,620.07,0,12,414.62,0,205.45,0,0,12/27/2018 0:00,12/27/2018 0:00,12/10/2018 0:00,12/10/2018 0:00,0,FALSE,ST6,ADA Ramp Removal and Replacement,,,,,,,,,,,,,W,George Huff,Dr,,S,Race,St,,,,,,,
19-000909,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STR,Streets,,,358.57,0,7.5,268.05,90.52,0,0,0,6/21/2019 0:00,7/25/2019 0:00,3/11/2019 0:00,3/11/2019 0:00,0,FALSE,STT1,Inspection,STTC1,Systematic Maintenance,STTP30,Check/Inspect Operation,,,,,,,,,,,,,,,,,,,,,,
19-000905,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,0,0,0,0,0,0,0,0,6/21/2019 0:00,7/25/2019 0:00,,,0,FALSE,STT1,Inspection,STTC2,Preventive Maintenance,STTP50,Check/Inspect Traffic Signals,,,,,,,,,,,,,,,,,,,,,,
19-000229,999,Complete,STT6,Signs,OPSTT,Traffic,STT,Traffic,,,21.44,0,0.6,21.44,0,0,0,0,2/8/2019 0:00,4/2/2019 0:00,12/4/2018 0:00,12/4/2018 0:00,0,FALSE,STT1,Inspection,,,STTP22,New Equipment/Devices,,,,,,,,,,,,,,,,,,,,,,
18-002071,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,242.16,0,4,190.44,51.72,0,0,0,12/10/2018 0:00,12/14/2018 0:00,11/30/2018 0:00,11/30/2018 0:00,0,FALSE,STT1,Inspection,STTC1,Systematic Maintenance,STTP51,Check/Inspect Streetlights,,,,,,,,,,,,,,,,,,,,,,
18-001685,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,242.16,0,4,190.44,51.72,0,0,0,10/26/2018 0:00,12/14/2018 0:00,10/5/2018 0:00,10/5/2018 0:00,0,FALSE,STT1,Inspection,STTC1,Systematic Maintenance,STTP30,Check/Inspect Operation,,,,,,,,,,,,,,,,,,,,,,
18-001508,999,Complete,SWCOT,Sewer Other Tasks,OPSW,Sewers,,,,,244.68,0,4,192.96,51.72,0,0,0,10/22/2018 0:00,10/22/2018 0:00,10/20/2018 0:00,10/20/2018 0:00,0,FALSE,STT1,Inspection,,,,,,,,,,,,,,,,,,,,,,,,,,
18-000424,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,242.16,0,4,190.44,51.72,0,0,0,7/18/2018 0:00,12/17/2018 0:00,7/12/2018 0:00,7/12/2018 0:00,0,FALSE,STT1,Inspection,,,,,,,,,,,,,,,,,,,,,,,,,,
18-000369,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,59.47,0,1.25,59.47,0,0,0,0,7/16/2018 0:00,12/14/2018 0:00,7/16/2018 0:00,7/16/2018 0:00,0,FALSE,STT1,Inspection,SWT5,Routine Inspection,STTP32,Office Electronics Routine Testing,,,,,,,,,,,,,,,,,,,,,,
18-001839,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,252.69,0,5,188.04,64.65,0,0,0,11/7/2018 0:00,12/14/2018 0:00,11/7/2018 0:00,11/7/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC2,Preventive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001358,999,Complete,STT3,Pole,OPSTT,Traffic,STT,Traffic,,,258.7,0,2,95.22,163.48,0,0,0,10/6/2018 0:00,12/17/2018 0:00,9/24/2018 0:00,9/24/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC3,Reactive Maintenance,STTP20,Temporary Bypass,,,,,,,,,,,,,,,,,,,,,,
18-001093,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,101.08,0,2,75.22,25.86,0,0,0,9/19/2018 0:00,9/27/2018 0:00,9/18/2018 0:00,9/18/2018 0:00,0,FALSE,STT10,Pole Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
18-001717,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,53.61,0,1.5,53.61,0,0,0,0,10/28/2018 0:00,12/14/2018 0:00,10/15/2018 0:00,10/15/2018 0:00,0,FALSE,STT11,Streetlight Cable Installation,STTC3,Reactive Maintenance,STTP23,Update Wiring for Equipment/Devices,,,,,,,,,,,,,,,,,,,,,,
18-001704,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,340.68,0,7,250.17,90.51,0,0,0,10/28/2018 0:00,12/14/2018 0:00,10/9/2018 0:00,10/9/2018 0:00,0,FALSE,STT11,Streetlight Cable Installation,STTC1,Systematic Maintenance,STTP23,Update Wiring for Equipment/Devices,,,,,,,,,,,,,,,,,,,,,,
18-001801,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,75.22,0,2,75.22,0,0,0,0,11/2/2018 0:00,12/14/2018 0:00,11/1/2018 0:00,11/1/2018 0:00,0,FALSE,STT14,Lift Station Maintenance,STTC3,Reactive Maintenance,STTP22,New Equipment/Devices,,,,,,,,,,,,,,,,,,,,,,
19-001337,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,73.56,0,1.5,73.56,0,0,0,0,8/30/2019 0:00,8/30/2019 0:00,8/29/2019 0:00,8/29/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP25,Meetings,,,,,,,,,,,,,,,,,,,,,,
19-001225,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,146.76,0,2,98.08,48.68,0,0,0,8/8/2019 0:00,8/15/2019 0:00,8/3/2019 0:00,8/3/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-001223,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,146.76,0,2,98.08,48.68,0,0,0,8/8/2019 0:00,8/15/2019 0:00,8/2/2019 0:00,8/2/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-001073,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,68.89,0,1,37.61,31.28,0,0,0,7/29/2019 0:00,8/2/2019 0:00,7/19/2019 0:00,7/19/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-001055,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,365.42,0,6,214.44,150.98,0,0,0,7/26/2019 0:00,7/29/2019 0:00,7/25/2019 0:00,7/25/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-001021,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,7/19/2019 0:00,7/25/2019 0:00,7/18/2019 0:00,7/18/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC2,Preventive Maintenance,STTP51,Check/Inspect Streetlights,,,,,,,,,,,,,,,,,,,,,,
19-001020,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,7/19/2019 0:00,7/25/2019 0:00,7/17/2019 0:00,7/17/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC2,Preventive Maintenance,STTP51,Check/Inspect Streetlights,,,,,,,,,,,,,,,,,,,,,,
19-001017,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,89.35,0,2.5,89.35,0,0,0,0,7/19/2019 0:00,7/19/2019 0:00,7/18/2019 0:00,7/18/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-001012,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,118.12,0,3,118.12,0,0,0,0,7/17/2019 0:00,7/19/2019 0:00,7/12/2019 0:00,7/12/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000985,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,75.22,0,2,75.22,0,0,0,0,7/10/2019 0:00,7/25/2019 0:00,7/10/2019 0:00,7/10/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000982,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,68.89,0,1,37.61,31.28,0,0,0,7/9/2019 0:00,7/25/2019 0:00,7/9/2019 0:00,7/9/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP37,Banners,,,,,,,,,,,,,,,,,,,,,,
19-000948,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,7/1/2019 0:00,7/25/2019 0:00,7/1/2019 0:00,7/1/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000947,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,7/1/2019 0:00,7/25/2019 0:00,6/28/2019 0:00,6/28/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000946,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,461.55,0,6.7,251.97,209.58,0,0,0,7/1/2019 0:00,7/25/2019 0:00,6/27/2019 0:00,6/27/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000944,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,137.78,0,2,75.22,62.56,0,0,0,7/1/2019 0:00,7/25/2019 0:00,6/26/2019 0:00,6/26/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000943,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,7/1/2019 0:00,7/25/2019 0:00,6/25/2019 0:00,6/25/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000942,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,482.22,0,7,263.26,218.96,0,0,0,7/1/2019 0:00,7/25/2019 0:00,6/24/2019 0:00,6/24/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000929,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,266.37,0,4.3,161.71,104.66,0,0,0,6/28/2019 0:00,7/25/2019 0:00,6/21/2019 0:00,6/21/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP51,Check/Inspect Streetlights,,,,,,,,,,,,,,,,,,,,,,
19-000927,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,264.09,0,4.3,264.09,0,0,0,0,6/28/2019 0:00,7/19/2019 0:00,6/21/2019 0:00,6/21/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP51,Check/Inspect Streetlights,,,,,,,,,,,,,,,,,,,,,,
19-000882,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,254.01,0,5.66,202.29,51.72,0,0,0,6/18/2019 0:00,7/25/2019 0:00,5/30/2019 0:00,5/30/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000881,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,351.34,0,7.66,273.76,77.58,0,0,0,6/18/2019 0:00,7/25/2019 0:00,6/18/2019 0:00,6/18/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000873,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,267.1,0,6.75,241.24,25.86,0,0,0,6/17/2019 0:00,7/25/2019 0:00,6/13/2019 0:00,6/13/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000843,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,121.68,0,2.5,89.35,32.33,0,0,0,6/13/2019 0:00,7/25/2019 0:00,6/5/2019 0:00,6/5/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000827,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,STT,Traffic,,,394.23,0,6.75,241.24,101.66,51.33,0,0,6/7/2019 0:00,7/25/2019 0:00,6/7/2019 0:00,6/7/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000785,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,137.78,0,2,75.22,62.56,0,0,0,5/29/2019 0:00,7/25/2019 0:00,5/21/2019 0:00,5/21/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000653,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,537.07,0,4.5,169.24,367.83,0,0,0,4/23/2019 0:00,4/24/2019 0:00,4/22/2019 0:00,4/22/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000606,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,298.37,0,2.5,94.02,204.35,0,0,0,4/11/2019 0:00,4/24/2019 0:00,4/11/2019 0:00,4/11/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000604,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,68.89,0,1,37.61,31.28,0,0,0,4/10/2019 0:00,4/24/2019 0:00,4/10/2019 0:00,4/10/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000599,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,4/9/2019 0:00,4/10/2019 0:00,4/9/2019 0:00,4/9/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000598,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,4/9/2019 0:00,4/10/2019 0:00,4/8/2019 0:00,4/8/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000597,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,4/9/2019 0:00,4/10/2019 0:00,4/5/2019 0:00,4/5/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC1,Systematic Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000596,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,4/8/2019 0:00,4/10/2019 0:00,4/4/2019 0:00,4/4/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP5,Streetlight Out,,,,,,,,,,,,,,,,,,,,,,
19-000595,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,206.66,0,3,112.82,93.84,0,0,0,4/8/2019 0:00,4/10/2019 0:00,4/3/2019 0:00,4/3/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP5,Streetlight Out,,,,,,,,,,,,,,,,,,,,,,
19-000592,999,Complete,STTOT,Traffic Other Tasks,OPSTT,Traffic,,,,,309.74,0,5,188.04,121.7,0,0,0,4/5/2019 0:00,4/10/2019 0:00,4/3/2019 0:00,4/3/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,FACC5,Preventative Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000591,800,Closed In Field,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,123.9,0,2,75.22,48.68,0,0,0,4/5/2019 0:00,4/5/2019 0:00,3/30/2019 0:00,3/30/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP3,Vehicle Accident,,,,,,,,,,,,,,,,,,,,,,
19-000510,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,206.66,0,3,112.82,93.84,0,0,0,3/21/2019 0:00,3/27/2019 0:00,3/20/2019 0:00,3/20/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP4,Routine Maintenance,,,,,,,,,,,,,,,,,,,,,,
19-000488,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,3/20/2019 0:00,3/27/2019 0:00,3/19/2019 0:00,3/19/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000487,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,3/20/2019 0:00,3/27/2019 0:00,3/18/2019 0:00,3/18/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000486,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,3/20/2019 0:00,3/27/2019 0:00,3/15/2019 0:00,3/15/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
19-000485,999,Complete,STT7,Street Lighting,OPSTT,Traffic,STT,Traffic,,,551.1,0,8,300.86,250.24,0,0,0,3/20/2019 0:00,3/27/2019 0:00,3/14/2019 0:00,3/14/2019 0:00,0,FALSE,STT15,Misc. Electrical Maintenance,STTC3,Reactive Maintenance,STTP1,Systematic Relamps,,,,,,,,,,,,,,,,,,,,,,
